Marca,Descrição,Tipo,Preço
Gaivota,Vinho branco gaivota tetra 1l,Vinho Branco,1.410
P.alta,"Vinho branco planicie alta 0,75l",Vinho Branco,1.980
Vila,Vinho branco vila pacote 1l,Vinho Branco,1.980
Romero,"Vinho branco baron romero 0,75l",Vinho Branco,2.175
*,"Vinho branco frutado brejeiro 0,75l",Vinho Branco,2.375
Alma Fresca,"Vinho frisante branco alma fresca 0,75l",Vinho Branco,2.475
Galo Rei,"Vinho branco galo rei 0,75l",Vinho Branco,2.475
Conversas,"Vinho branco conversas 0,75l",Vinho Branco,2.670
*,"Vinho branco bv. bom vinho 0,75l",Vinho Branco,2.670
Casal Da Pipa,"Vinho branco tejo casal da pipa 0,75l",Vinho Branco,3.265
Vinha Do Rosario,"Vinho branco vinha do rosario 0,75l",Vinho Branco,3.565
Alandra,"Vinho branco esporao alandra 0,75l",Vinho Branco,3.730
B.romero,"Vinho rose baron romero 0,75l",Vinho Rose,2.275
Brejeiro,"Vinho rose meio seco brejeiro 0,75l",Vinho Rose,2.275
Lancers,"Vinho rose lancers 0,75l",Vinho Rose,3.960
Segredos De Sao Miguel,"Vinho rose segredos de sao miguel 0,75l",Vinho Rose,4.800
Mateus,"Vinho rose mateus 0,75l",Vinho Rose,6.030
Vale Marianes,"Vinho rose vale marianes 0,75l",Vinho Rose,6.125
Periquita,"Vinho rose jmf periquita 0,75l",Vinho Rose,6.435
Borba,"Vinho rose adega de borba doc 0,75l",Vinho Rose,6.930
Herdade De Sao Miguel,"Vinho rose herdade de sao miguel 0,75l",Vinho Rose,7.205
*,"Vinho rose algarve paxa 0,75l",Vinho Rose,8.515
Felgueiras,"Vinho verde branco felgueiras 0,75l",Vinho Verde,2.970
Obra Prima,"Vinho verde branco obra prima escolha 0,75l",Vinho Verde,4.355
Pavao,"Vinho branco verde pavao 0,75l",Vinho Verde,4.555
Pavao,"Vinho verde rose pavao 0,75l",Vinho Verde,4.555
Gazela,"Vinho verde branco gazela 0,75l",Vinho Verde,5.145
Casal Garcia,"Vinho verde branco casal garcia 0,75l",Vinho Verde,7.225
Casal Mendes,"Vinho verde branco casal mendes 0,75l",Vinho Verde,7.525
Muralhas,"Vinho verde rose muralhas monçao 0,75l",Vinho Verde,8.910
Alma Fresca,"Sangria tinto alma fresca 0,75l",Sangria,3.860
Rico,Sumo rico 200ml tropical,Sumo,60
Tutti,Sumo tutti 200ml fruta mix,Sumo,150
Vida Nobre,Sumo vida nobre pouch 200ml laranja,Sumo,195
Canajoy,Sumo canajoy 300ml manga,Sumo,225
Canajoy,Sumo canajoy 300ml goiaba,Sumo,225
Canajoy,Sumo canajoy 300ml maça,Sumo,225
Nutry,"Sumo nutry lata 0,33l tutti-frutti",Sumo,245
Minute Maid,Sumo minute maid fresh pet 350ml topical,Sumo,345
Minute Maid,Sumo minute maid fresh pet 350ml maça,Sumo,345
Canajoy,Sumo canajoy 300ml tutti-frutti,Sumo,345
Canajoy,Sumo canajoy 1l manga,Sumo,645
Canajoy,Sumo canajoy 1l goiaba,Sumo,645
Vita,Sumo nectar vita 200ml ananas,Sumo néctar,100
Vita,Sumo nectar vita 200ml manga,Sumo néctar,100
Vita,Sumo nectar vita 200ml laranja,Sumo néctar,100
Compal,"Nectar compal classico 0,33l manga",Sumo néctar,570
Gardenia,Sumo gardenia 1l ananas,Sumo néctar,790
Amila,Sumo em po amila 45gr limao,Sumo em pó,245
Amila,Sumo em po amila 45gr manga,Sumo em pó,245
Amila,Sumo em po amila 45gr ananas,Sumo em pó,245
La Vita,"Refrig. la vita 0,33l manga",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l maracuja",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l limao/gengibre",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l goiaba",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l ananas",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l coco/ananas",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l uva",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l cola",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l exotico",Refrigerante lata,245
Blue,"Refrig. blue lata 0,33l maracuja",Refrigerante lata,345
Blue,"Refrig. blue lata 0,33l laranja",Refrigerante lata,345
Blue,"Refrig. blue lata 0,33l lima limao",Refrigerante lata,345
Zipp,Refrig. zipp pet 350ml coco/ananas,Refrigerante garrafa,145
Red Cola,Refrig. red cola pet 250ml classica,Refrigerante garrafa,150
Red Cola,Refrig. red cola pet 250ml coco,Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l maracuja",Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l limao/gengibre",Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l laranja",Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l coco/ananas",Refrigerante garrafa,150
Top,Refrig. top pet 300ml cocopina,Refrigerante garrafa,175
Top,Refrig. top pet 300ml granadina,Refrigerante garrafa,175
Top,Refrig. top pet 300ml cola,Refrigerante garrafa,175
Planet,Refrig. planet pet 350ml cola,Refrigerante garrafa,175
Planet,Refrig. planet pet 350ml coco/ananas,Refrigerante garrafa,175
Drena,Bebida energetica drena by booster lata 33cl,Bebida Energética,215
Speed,Bebida energetica speed pet 250ml,Bebida Energética,250
Mega Carga,"Bebida energetica mega carga 0,33l",Bebida Energética,315
Xxl,"Bebida energetica xxl lata 0,33l",Bebida Energética,445
Speed,"Bebida energetica speed lata 0,33l",Bebida Energética,595
Vitamax,Bebida vitamax cerealplus 250ml milho,Bebida Energética,690
Vitamax,Bebida vitamax cerealplus 250ml morango,Bebida Energética,690
Redbull,Bebida energetica red bull lata 250ml,Bebida Energética,1.680
Cereser,"Espumante cereser sidra morango 0,66l",Espumante,2.375
Cereser,"Espumante cereser sidra uva 0,66l",Espumante,2.375
Nuvens Douradas,"Espumante nuvens douradas m/seco 0,75l",Espumante,3.860
Platino,"Espumante platino m/seco 0,75l",Espumante,3.860
Festao,"Espumante festao 0,75l",Espumante,3.960
Beatrice,"Espumante beatrice dumont 0,75l",Espumante,3.960
D.luciano,"Espumante don luciano semi-seco 0,75l",Espumante,5.145
D.luciano,"Espumante don luciano rosado 0,75l",Espumante,5.145
D.luciano,"Espumante don luciano pink moscato 0,75l",Espumante,5.145
D.luciano,"Espumante don luciano gold moscato 0,75l",Espumante,5.145
Pata Negra,"Espumante cava pata negra 0,75l organic brut",Espumante,5.545
J.c. Le Roux,"Espumante j.c. le roux le domaine 0,75l",Espumante,6.435
Tommy,"Espumante infantil tommy drink 0,75l",Espumante Infantil,3.960
Suzy,"Espumante infantil suzy drink 0,75l",Espumante Infantil,4.455
*,"Espumante infantil dino party 0,75l",Espumante Infantil,6.830
Disney,"Espumante infantil disney frozen 0,75l",Espumante Infantil,6.830
Disney,"Espumante infantil disney 0,75l dory",Espumante Infantil,6.830
Smirnoff,"Refrig. cocktail smirnoff ice lata 0,33l double black",Vodka,645
Ninnoff,"Vodka ninnoff pink 0,90l",Vodka,4.650
Wyborowa,"Vodka wyborowa 0,70l",Vodka,4.950
Escape,Vodka escape 700ml chocolate,Vodka,5.840
Escape,Vodka escape 700ml green apple,Vodka,5.840
Escape,Vodka escape 700ml original,Vodka,5.840
Escape,Vodka escape 700ml lemongrass & ginger,Vodka,5.840
Escape,Vodka escape 700ml black,Vodka,6.335
Eristof,"Vodka eristoff 0,70l",Vodka,7.425
Beefeater,"Vodka absolute blue 0,70l",Vodka,7.425
Smirnoff,"Vodka smirnoff 0,75l",Vodka,7.920
Eristoff,"Vodka eristoff black 0,70l",Vodka,10.395
Best,"Dry gin best special 0,20l",Gin,990
Havelok,Gin havelock 375ml extra dry,Gin,2.375
Havelok,Gin havelock 375ml rose,Gin,3.465
Gordons,"Gin gordon`s 0,75l",Gin,5.445
Gordons,"Gin gordon`s orange 0,70l",Gin,5.940
Beefeater,"Dry gin beefeater 0,70l",Gin,8.910
Beefeater,"Gin beefeater pink 0,70l",Gin,8.910
Kiambote,"Agua tonica kiambote 0,33l",Água Tónica,315
Welwitschia,"Agua tonica welwitschia lata 0,33l",Água Tónica,470
Schweppes,"Agua tonica schweppes lata 0,33l",Água Tónica,520
Booster,"Cocktail booster lata 0,33l cidra",Cocktail,395
Booster,"Cocktail booster lata 0,33l manga/laranja",Cocktail,395
Smirnoff,"Refrig. cocktail smirnoff ice lata 0,33l guarana",Cocktail,470
Welwitschia,"Agua tonica welwitschia&gordons pink lata 0,33l",Cocktail,470
Smirnoff,"Refrig. cocktail smirnoff ice lata 0,33l original",Cocktail,645
Yolo,Cocktail yolo 250ml whiskey cola,Cocktail,670
Yolo,Cocktail yolo 250ml vodka mix,Cocktail,670
Pias & Companhia,Brandy messias royal 1l,Brandy/Aperitivo,5.940
Constantino,"Brandy constantino 0,70l",Brandy/Aperitivo,6.435
Martini,Martini bianco 0.75l,Brandy/Aperitivo,13.365
Orgia,"Licor orgia tropical 0,70l",Licor,2.770
Requinte,Xarope groselha requinte 1l,Licor,4.950
Preciosa,Groselha preciosa original 1l,Licor,4.950
Beevok,"Licor beevok creme caramelo 0,75l",Licor,8.115
Beevok,"Licor beevok creme chocolate 0,75l",Licor,8.115
Beefeater,"Licor coco malibu 0,70l",Licor,8.910
Kira,Licor marula cream kira 750ml,Licor,9.600
*,Aguardente kente 1l anizete,Aguardente,1.680
*,"Aguardente banana 0,50l",Aguardente,1.680
Janeiro,"Cachaça janeiro 0,70l",Cachaça,7.920
Best,"Whisky best classic 0,20l",Whisky,1.090
Vat 69,"Whisky vat 69 0,20l",Whisky,1.485
Indica Red,"Whisky indica red 0,75l",Whisky,2.970
Imperial Blue,"Whisky imperial blue 0,70l",Whisky,2.970
Indica Black,"Whisky indica black 0,75l",Whisky,3.365
Passport Scotch,"Whisky passport scotch 40% nrf 0,70l",Whisky,5.545
W.horse,"Whisque w.horse fine old 0,75l",Whisky,7.425
Ballantines,"Whisky ballantines finenst 40% 0,70l",Whisky,7.920
Macgregor,"Whisky clan macgregor 0,75l",Whisky,8.910
Cutty Sark,"Whisky cutty sark blended 0,75l",Whisky,8.910
Marshal,"Conhaque marshal v.s. 3 anos 0,50l",Whisky,8.910
Johnnie Walker,"Whisky johnnie walker red 0,75l",Whisky,16.385
Havana Club,"Rum havana club 3 anos 0,70l",Rum,7.920
Calem Velhotes Tawny,"Vinho porto calem velhotes tawny 0,75l",Vinho Porto,8.990
Offley Tawny,"Vinho porto offley tawny 0,75l",Vinho Porto,9.900
Ferreira,"Vinho porto ferreira tawny 0,75l",Vinho Porto,11.880
Best,Palhinhas flexiveis pretas best 150un,Palhinhas,1.185
*,Palinhas s/revestimento 6mm 100un,Palhinhas,1.385
*,Palhinhas revestidas 6mm flexivel 250un,Palhinhas,7.920
Orion,"Agua mesa orion pet 0,40l",Água,70
Aura,"Agua mesa aura 0,5l",Água,80
Aquavita,"Agua mesa aquavita  0,5l",Água,90
Orion,"Agua mesa orion pet 0,60l",Água,95
Perla,"Agua mineral perla 0,60l",Água,95
Aquacita,"Agua mesa aquacita 0,5l",Água,110
Pura,"Agua mesa pura pet 0,33l",Água,110
Pura,"Agua mesa pura pet 0,5l",Água,120
Bom Jesus,"Agua bom jesus 0,33l",Água,130
Sengueji,"Agua mineral sengueji 1,5l",Água,140
Bom Jesus,"Agua bom jesus 0,5l",Água,140
Perla,"Agua mineral perla 1,5l",Água,155
Bom Jesus,"Agua c/gas bom jesus 0,25l",Água com gás,740
Bom Jesus,"Agua c/gas bom jesus 0,75l",Água com gás,2.175
Cuca,"Cerveja cuca gfa 0,25l saca facil",Cerveja garrafa,320
Eka,"Cerveja eka mini 0,25l",Cerveja garrafa,320
Cristal,"Cerveja cristal mini tp saca facil 0,25l",Cerveja garrafa,345
Mustang,"Cerveja mustang nrb 0,25l",Cerveja garrafa,890
Savanna,"Cerveja cidra savanna dry 0,25l",Cerveja garrafa,940
Espirit,"Cerveja esprit nrb 0,25l",Cerveja garrafa,940
Hunters,"Cerveja hunter`s gold nrb 0,25l",Cerveja garrafa,990
Cuca,"Cerveja cuca lata 0,33l",Cerveja lata,345
Nocal,"Cerveja nocal lata 0,33l",Cerveja lata,370
Tigra,"Cerveja tigra lata 0,33l",Cerveja lata,370
Eka,"Cerveja eka lata 0,33l",Cerveja lata,370
Super Bock,"Cerveja super bock lata 0,33l",Cerveja lata,445
Mustang,"Cerveja mustang lata 0,33l",Cerveja lata,730
Espirit,"Cerveja esprit lata 0,33l",Cerveja lata,840
Vila,"Vinho tinto vila pacote 0,25l",Vinho Tinto,445
Cacho Real,Vinho tinto cacho real 1l,Vinho Tinto,1.585
Opera Prima,"Vinho tinto opera prima 0,75l",Vinho Tinto,2.175
Monte Da Valada,"Vinho tinto monte da valada 0,75l",Vinho Tinto,2.545
Condestavel,"Vinho tinto condestavel 0,75l",Vinho Tinto,2.595
Conversas,"Vinho tinto conversas 0,75l",Vinho Tinto,2.870
Alma Do Tejo,"Vinho tinto alma do tejo 0,75l",Vinho Tinto,2.970
Ja Pias,Espumante meio seco requinte 75cl,Vinho Tinto,2.970
Clô,"Vinho tinto setubal clo 0,75l",Vinho Tinto,2.970
Terras De Paul,"Vinho tinto terras de paul 0,75l",Vinho Tinto,2.970
Maria Da Serra,"Vinho tinto maria da serra 0,75l",Vinho Tinto,2.970
Intimista,"Vinho tinto alentejo intimista 0,75l",Vinho Tinto,3.120
Gaivota,Vinho branco gaivota tetra 1l,Vinho Branco,1.410
P.alta,"Vinho branco planicie alta 0,75l",Vinho Branco,1.980
Vila,Vinho branco vila pacote 1l,Vinho Branco,1.980
Romero,"Vinho branco baron romero 0,75l",Vinho Branco,2.175
*,"Vinho branco frutado brejeiro 0,75l",Vinho Branco,2.375
Alma Fresca,"Vinho frisante branco alma fresca 0,75l",Vinho Branco,2.475
Galo Rei,"Vinho branco galo rei 0,75l",Vinho Branco,2.475
Conversas,"Vinho branco conversas 0,75l",Vinho Branco,2.670
*,"Vinho branco bv. bom vinho 0,75l",Vinho Branco,2.670
Casal Da Pipa,"Vinho branco tejo casal da pipa 0,75l",Vinho Branco,3.265
Vinha Do Rosario,"Vinho branco vinha do rosario 0,75l",Vinho Branco,3.565
Alandra,"Vinho branco esporao alandra 0,75l",Vinho Branco,3.730
B.romero,"Vinho rose baron romero 0,75l",Vinho Rose,2.275
Brejeiro,"Vinho rose meio seco brejeiro 0,75l",Vinho Rose,2.275
Lancers,"Vinho rose lancers 0,75l",Vinho Rose,3.960
Segredos De Sao Miguel,"Vinho rose segredos de sao miguel 0,75l",Vinho Rose,4.800
Mateus,"Vinho rose mateus 0,75l",Vinho Rose,6.030
Vale Marianes,"Vinho rose vale marianes 0,75l",Vinho Rose,6.125
Periquita,"Vinho rose jmf periquita 0,75l",Vinho Rose,6.435
Borba,"Vinho rose adega de borba doc 0,75l",Vinho Rose,6.930
Herdade De Sao Miguel,"Vinho rose herdade de sao miguel 0,75l",Vinho Rose,7.205
*,"Vinho rose algarve paxa 0,75l",Vinho Rose,8.515
Felgueiras,"Vinho verde branco felgueiras 0,75l",Vinho Verde,2.970
Obra Prima,"Vinho verde branco obra prima escolha 0,75l",Vinho Verde,4.355
Pavao,"Vinho branco verde pavao 0,75l",Vinho Verde,4.555
Pavao,"Vinho verde rose pavao 0,75l",Vinho Verde,4.555
Gazela,"Vinho verde branco gazela 0,75l",Vinho Verde,5.145
Casal Garcia,"Vinho verde branco casal garcia 0,75l",Vinho Verde,7.225
Casal Mendes,"Vinho verde branco casal mendes 0,75l",Vinho Verde,7.525
Muralhas,"Vinho verde rose muralhas monçao 0,75l",Vinho Verde,8.910
Alma Fresca,"Sangria tinto alma fresca 0,75l",Sangria,3.860
Rico,Sumo rico 200ml tropical,Sumo,60
Tutti,Sumo tutti 200ml fruta mix,Sumo,150
Vida Nobre,Sumo vida nobre pouch 200ml laranja,Sumo,195
Canajoy,Sumo canajoy 300ml manga,Sumo,225
Canajoy,Sumo canajoy 300ml goiaba,Sumo,225
Canajoy,Sumo canajoy 300ml maça,Sumo,225
Nutry,"Sumo nutry lata 0,33l tutti-frutti",Sumo,245
Minute Maid,Sumo minute maid fresh pet 350ml topical,Sumo,345
Minute Maid,Sumo minute maid fresh pet 350ml maça,Sumo,345
Canajoy,Sumo canajoy 300ml tutti-frutti,Sumo,345
Canajoy,Sumo canajoy 1l manga,Sumo,645
Canajoy,Sumo canajoy 1l goiaba,Sumo,645
Vita,Sumo nectar vita 200ml ananas,Sumo néctar,100
Vita,Sumo nectar vita 200ml manga,Sumo néctar,100
Vita,Sumo nectar vita 200ml laranja,Sumo néctar,100
Compal,"Nectar compal classico 0,33l manga",Sumo néctar,570
Gardenia,Sumo gardenia 1l ananas,Sumo néctar,790
Amila,Sumo em po amila 45gr limao,Sumo em pó,245
Amila,Sumo em po amila 45gr manga,Sumo em pó,245
Amila,Sumo em po amila 45gr ananas,Sumo em pó,245
La Vita,"Refrig. la vita 0,33l manga",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l maracuja",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l limao/gengibre",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l goiaba",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l ananas",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l coco/ananas",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l uva",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l cola",Refrigerante lata,245
La Vita,"Refrig. la vita 0,33l exotico",Refrigerante lata,245
Blue,"Refrig. blue lata 0,33l maracuja",Refrigerante lata,345
Blue,"Refrig. blue lata 0,33l laranja",Refrigerante lata,345
Blue,"Refrig. blue lata 0,33l lima limao",Refrigerante lata,345
Zipp,Refrig. zipp pet 350ml coco/ananas,Refrigerante garrafa,145
Red Cola,Refrig. red cola pet 250ml classica,Refrigerante garrafa,150
Red Cola,Refrig. red cola pet 250ml coco,Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l maracuja",Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l limao/gengibre",Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l laranja",Refrigerante garrafa,150
Blue,"Refrig. blue pet 0,25l coco/ananas",Refrigerante garrafa,150
Top,Refrig. top pet 300ml cocopina,Refrigerante garrafa,175
Top,Refrig. top pet 300ml granadina,Refrigerante garrafa,175
Top,Refrig. top pet 300ml cola,Refrigerante garrafa,175
Planet,Refrig. planet pet 350ml cola,Refrigerante garrafa,175
Planet,Refrig. planet pet 350ml coco/ananas,Refrigerante garrafa,175
Drena,Bebida energetica drena by booster lata 33cl,Bebida Energética,215
Speed,Bebida energetica speed pet 250ml,Bebida Energética,250
Mega Carga,"Bebida energetica mega carga 0,33l",Bebida Energética,315
Xxl,"Bebida energetica xxl lata 0,33l",Bebida Energética,445
Speed,"Bebida energetica speed lata 0,33l",Bebida Energética,595
Vitamax,Bebida vitamax cerealplus 250ml milho,Bebida Energética,690
Vitamax,Bebida vitamax cerealplus 250ml morango,Bebida Energética,690
Redbull,Bebida energetica red bull lata 250ml,Bebida Energética,1.680
Cereser,"Espumante cereser sidra morango 0,66l",Espumante,2.375
Cereser,"Espumante cereser sidra uva 0,66l",Espumante,2.375
Nuvens Douradas,"Espumante nuvens douradas m/seco 0,75l",Espumante,3.860
Platino,"Espumante platino m/seco 0,75l",Espumante,3.860
Festao,"Espumante festao 0,75l",Espumante,3.960
Beatrice,"Espumante beatrice dumont 0,75l",Espumante,3.960
D.luciano,"Espumante don luciano semi-seco 0,75l",Espumante,5.145
D.luciano,"Espumante don luciano rosado 0,75l",Espumante,5.145
D.luciano,"Espumante don luciano pink moscato 0,75l",Espumante,5.145
D.luciano,"Espumante don luciano gold moscato 0,75l",Espumante,5.145
Pata Negra,"Espumante cava pata negra 0,75l organic brut",Espumante,5.545
J.c. Le Roux,"Espumante j.c. le roux le domaine 0,75l",Espumante,6.435
Tommy,"Espumante infantil tommy drink 0,75l",Espumante Infantil,3.960
Suzy,"Espumante infantil suzy drink 0,75l",Espumante Infantil,4.455
*,"Espumante infantil dino party 0,75l",Espumante Infantil,6.830
Disney,"Espumante infantil disney frozen 0,75l",Espumante Infantil,6.830
Disney,"Espumante infantil disney 0,75l dory",Espumante Infantil,6.830
Smirnoff,"Refrig. cocktail smirnoff ice lata 0,33l double black",Vodka,645
Ninnoff,"Vodka ninnoff pink 0,90l",Vodka,4.650
Wyborowa,"Vodka wyborowa 0,70l",Vodka,4.950
Escape,Vodka escape 700ml chocolate,Vodka,5.840
Escape,Vodka escape 700ml green apple,Vodka,5.840
Escape,Vodka escape 700ml original,Vodka,5.840
Escape,Vodka escape 700ml lemongrass & ginger,Vodka,5.840
Escape,Vodka escape 700ml black,Vodka,6.335
Eristof,"Vodka eristoff 0,70l",Vodka,7.425
Beefeater,"Vodka absolute blue 0,70l",Vodka,7.425
Smirnoff,"Vodka smirnoff 0,75l",Vodka,7.920
Eristoff,"Vodka eristoff black 0,70l",Vodka,10.395
Best,"Dry gin best special 0,20l",Gin,990
Havelok,Gin havelock 375ml extra dry,Gin,2.375
Havelok,Gin havelock 375ml rose,Gin,3.465
Gordons,"Gin gordon`s 0,75l",Gin,5.445
Gordons,"Gin gordon`s orange 0,70l",Gin,5.940
Beefeater,"Dry gin beefeater 0,70l",Gin,8.910
Beefeater,"Gin beefeater pink 0,70l",Gin,8.910
Kiambote,"Agua tonica kiambote 0,33l",Água Tónica,315
Welwitschia,"Agua tonica welwitschia lata 0,33l",Água Tónica,470
Schweppes,"Agua tonica schweppes lata 0,33l",Água Tónica,520
Booster,"Cocktail booster lata 0,33l cidra",Cocktail,395
Booster,"Cocktail booster lata 0,33l manga/laranja",Cocktail,395
Smirnoff,"Refrig. cocktail smirnoff ice lata 0,33l guarana",Cocktail,470
Welwitschia,"Agua tonica welwitschia&gordons pink lata 0,33l",Cocktail,470
Smirnoff,"Refrig. cocktail smirnoff ice lata 0,33l original",Cocktail,645
Yolo,Cocktail yolo 250ml whiskey cola,Cocktail,670
Yolo,Cocktail yolo 250ml vodka mix,Cocktail,670
Pias & Companhia,Brandy messias royal 1l,Brandy/Aperitivo,5.940
Constantino,"Brandy constantino 0,70l",Brandy/Aperitivo,6.435
Martini,Martini bianco 0.75l,Brandy/Aperitivo,13.365
Orgia,"Licor orgia tropical 0,70l",Licor,2.770
Requinte,Xarope groselha requinte 1l,Licor,4.950
Preciosa,Groselha preciosa original 1l,Licor,4.950
Beevok,"Licor beevok creme caramelo 0,75l",Licor,8.115
Beevok,"Licor beevok creme chocolate 0,75l",Licor,8.115
Beefeater,"Licor coco malibu 0,70l",Licor,8.910
Kira,Licor marula cream kira 750ml,Licor,9.600
*,Aguardente kente 1l anizete,Aguardente,1.680
*,"Aguardente banana 0,50l",Aguardente,1.680
Janeiro,"Cachaça janeiro 0,70l",Cachaça,7.920
Best,"Whisky best classic 0,20l",Whisky,1.090
Vat 69,"Whisky vat 69 0,20l",Whisky,1.485
Indica Red,"Whisky indica red 0,75l",Whisky,2.970
Imperial Blue,"Whisky imperial blue 0,70l",Whisky,2.970
Indica Black,"Whisky indica black 0,75l",Whisky,3.365
Passport Scotch,"Whisky passport scotch 40% nrf 0,70l",Whisky,5.545
W.horse,"Whisque w.horse fine old 0,75l",Whisky,7.425
Ballantines,"Whisky ballantines finenst 40% 0,70l",Whisky,7.920
Macgregor,"Whisky clan macgregor 0,75l",Whisky,8.910
Cutty Sark,"Whisky cutty sark blended 0,75l",Whisky,8.910
Marshal,"Conhaque marshal v.s. 3 anos 0,50l",Whisky,8.910
Johnnie Walker,"Whisky johnnie walker red 0,75l",Whisky,16.385
Havana Club,"Rum havana club 3 anos 0,70l",Rum,7.920
